file;mode;element;strategy;outcome;line
AC0832_M_element_validation.log;validation;arm;color_bracketing;fixed_rule;arm: Farb-Bracketing übersprungen (Farben gesperrt)
AC0832_M_element_validation.log;validation;text;color_bracketing;fixed_rule;text: Farb-Bracketing übersprungen (Farben gesperrt)
AC0832_S_element_validation.log;validation;circle;center_diagonal_update;failed;circle: Mittelpunkt/Diagonale-Update verworfen (Fehler 190.776->198.995)
AC0832_S_element_validation.log;validation;circle;width_bracketing;fixed_rule;circle: Breiten-Bracketing übersprungen (stroke_circle: current=1.000, Range=1.000..1.000)
AC0832_S_element_validation.log;validation;circle;radius_bracketing;success;"circle: Radius-Bracketing r 4.800->6.500 (best_err=5391.000); Kandidaten=5.500->7480.000, 6.000->6484.000, 6.500->5391.000, 7.000->6058.000"
AC0832_S_element_validation.log;validation;circle;joint_multistart;failed;circle: Joint-Multistart keine relevante Änderung (cx=17.500, cy=7.500, r=6.500, best_err=6022.000)
AC0832_S_element_validation.log;validation;arm;width_bracketing;fixed_rule;arm: Breiten-Bracketing übersprungen (arm_stroke: current=1.000, Range=1.000..1.000)
AC0832_S_element_validation.log;validation;arm;length_bracketing;failed;"arm: Längen-Bracketing keine relevante Änderung (arm_len: 11.000); Kandidaten=9.000->107.321, 11.000->95.429, 13.000->95.429, 17.000->95.429, 21.000->95.429, 25.000->95.429"
AC0832_S_element_validation.log;validation;text;center_diagonal_update;adjustable_step;text: Parameter nach Mittelpunkt/Diagonale angepasst
AC0832_S_element_validation.log;validation;text;width_bracketing;success;"text: Breiten-Bracketing co2_font_scale 0.740->0.909; Kandidaten=0.740->128.618, 0.768->129.068, 0.795->126.427, 0.833->126.107, 0.851->127.144, 0.870->122.373, 0.897->122.608, 0.925->120.431"
AC0832_S_element_validation.log;validation;circle;width_bracketing;fixed_rule;circle: Breiten-Bracketing übersprungen (stroke_circle: current=1.000, Range=1.000..1.000)
AC0832_S_element_validation.log;validation;circle;radius_bracketing;failed;"circle: Radius-Bracketing keine relevante Änderung (r: 6.509, best_err=6022.000); Kandidaten=6.000->8232.000, 6.500->6022.000, 7.000->6093.000"
AC0832_S_element_validation.log;validation;circle;joint_multistart;failed;circle: Joint-Multistart keine relevante Änderung (cx=17.500, cy=7.500, r=6.509, best_err=6022.000)
AC0832_S_element_validation.log;validation;arm;width_bracketing;fixed_rule;arm: Breiten-Bracketing übersprungen (arm_stroke: current=1.000, Range=1.000..1.000)
AC0832_S_element_validation.log;validation;arm;length_bracketing;failed;"arm: Längen-Bracketing keine relevante Änderung (arm_len: 11.000); Kandidaten=9.000->99.917, 11.000->86.042, 13.000->86.042, 17.000->86.042, 21.000->86.042, 25.000->86.042"
AC0832_S_element_validation.log;validation;text;center_diagonal_update;adjustable_step;text: Parameter nach Mittelpunkt/Diagonale angepasst
AC0832_S_element_validation.log;validation;text;width_bracketing;failed;"text: Breiten-Bracketing keine relevante Änderung (co2_font_scale: 0.909); Kandidaten=0.740->128.618, 0.768->129.068, 0.773->128.910, 0.795->126.427, 0.833->125.821, 0.870->122.373, 0.897->122.608, 0.909->119.766, 0.925->120.431"
AC0832_S_element_validation.log;validation;circle;width_bracketing;fixed_rule;circle: Breiten-Bracketing übersprungen (stroke_circle: current=1.000, Range=1.000..1.000)
AC0832_S_element_validation.log;validation;circle;radius_bracketing;failed;"circle: Radius-Bracketing keine relevante Änderung (r: 6.518, best_err=6149.000); Kandidaten=6.000->8359.000, 6.500->6149.000, 7.000->6220.000"
AC0832_S_element_validation.log;validation;circle;joint_multistart;failed;circle: Joint-Multistart keine relevante Änderung (cx=17.500, cy=7.500, r=6.518, best_err=6149.000)
AC0832_S_element_validation.log;validation;arm;width_bracketing;fixed_rule;arm: Breiten-Bracketing übersprungen (arm_stroke: current=1.000, Range=1.000..1.000)
AC0832_S_element_validation.log;validation;arm;length_bracketing;failed;"arm: Längen-Bracketing keine relevante Änderung (arm_len: 11.000); Kandidaten=9.000->99.917, 11.000->86.042, 13.000->86.042, 17.000->86.042, 21.000->86.042, 25.000->86.042"
AC0832_S_element_validation.log;validation;text;center_diagonal_update;adjustable_step;text: Parameter nach Mittelpunkt/Diagonale angepasst
AC0832_S_element_validation.log;validation;text;width_bracketing;failed;"text: Breiten-Bracketing keine relevante Änderung (co2_font_scale: 0.909); Kandidaten=0.740->128.618, 0.768->129.068, 0.773->128.910, 0.795->127.191, 0.833->125.821, 0.870->122.373, 0.897->122.608, 0.909->119.766, 0.925->120.431"
AC0832_S_element_validation.log;validation;circle;width_bracketing;fixed_rule;circle: Breiten-Bracketing übersprungen (stroke_circle: current=1.000, Range=1.000..1.000)
AC0832_S_element_validation.log;validation;circle;radius_bracketing;success;"circle: Radius-Bracketing r 6.527->6.500 (best_err=6149.000); Kandidaten=6.000->8359.000, 6.500->6149.000, 7.000->6220.000"
AC0832_S_element_validation.log;validation;circle;joint_multistart;failed;circle: Joint-Multistart keine relevante Änderung (cx=17.500, cy=7.500, r=6.500, best_err=6022.000)
AC0832_S_element_validation.log;validation;arm;width_bracketing;fixed_rule;arm: Breiten-Bracketing übersprungen (arm_stroke: current=1.000, Range=1.000..1.000)
AC0832_S_element_validation.log;validation;arm;length_bracketing;failed;"arm: Längen-Bracketing keine relevante Änderung (arm_len: 11.000); Kandidaten=9.000->107.321, 11.000->95.429, 13.000->95.429, 17.000->95.429, 21.000->95.429, 25.000->95.429"
AC0832_S_element_validation.log;validation;text;center_diagonal_update;adjustable_step;text: Parameter nach Mittelpunkt/Diagonale angepasst
AC0832_S_element_validation.log;validation;text;width_bracketing;failed;"text: Breiten-Bracketing keine relevante Änderung (co2_font_scale: 0.909); Kandidaten=0.740->128.618, 0.768->129.068, 0.773->128.910, 0.795->129.653, 0.833->125.821, 0.870->122.373, 0.897->122.608, 0.909->119.766, 0.925->120.431"
AC0832_S_element_validation.log;validation;circle;width_bracketing;fixed_rule;circle: Breiten-Bracketing übersprungen (stroke_circle: current=1.000, Range=1.000..1.000)
AC0832_S_element_validation.log;validation;circle;radius_bracketing;failed;"circle: Radius-Bracketing keine relevante Änderung (r: 6.509, best_err=6022.000); Kandidaten=6.000->8232.000, 6.500->6022.000, 7.000->6093.000"
AC0832_S_element_validation.log;validation;circle;joint_multistart;failed;circle: Joint-Multistart keine relevante Änderung (cx=17.500, cy=7.500, r=6.509, best_err=6022.000)
AC0832_S_element_validation.log;validation;arm;width_bracketing;fixed_rule;arm: Breiten-Bracketing übersprungen (arm_stroke: current=1.000, Range=1.000..1.000)
AC0832_S_element_validation.log;validation;arm;length_bracketing;failed;"arm: Längen-Bracketing keine relevante Änderung (arm_len: 11.000); Kandidaten=9.000->99.917, 11.000->86.042, 13.000->86.042, 17.000->86.042, 21.000->86.042, 25.000->86.042"
AC0832_S_element_validation.log;validation;text;center_diagonal_update;adjustable_step;text: Parameter nach Mittelpunkt/Diagonale angepasst
AC0832_S_element_validation.log;validation;text;width_bracketing;failed;"text: Breiten-Bracketing keine relevante Änderung (co2_font_scale: 0.909); Kandidaten=0.740->128.618, 0.768->134.698, 0.773->134.379, 0.795->129.653, 0.833->126.389, 0.870->122.373, 0.897->122.608, 0.909->119.766, 0.925->120.431"
AC0832_S_element_validation.log;validation;circle;width_bracketing;fixed_rule;circle: Breiten-Bracketing übersprungen (stroke_circle: current=1.000, Range=1.000..1.000)
AC0832_S_element_validation.log;validation;circle;radius_bracketing;failed;"circle: Radius-Bracketing keine relevante Änderung (r: 6.518, best_err=6149.000); Kandidaten=6.000->8359.000, 6.500->6149.000, 7.000->6220.000"
AC0832_S_element_validation.log;validation;circle;joint_multistart;failed;circle: Joint-Multistart keine relevante Änderung (cx=17.500, cy=7.500, r=6.518, best_err=6149.000)
AC0832_S_element_validation.log;validation;arm;width_bracketing;fixed_rule;arm: Breiten-Bracketing übersprungen (arm_stroke: current=1.000, Range=1.000..1.000)
AC0832_S_element_validation.log;validation;arm;length_bracketing;failed;"arm: Längen-Bracketing keine relevante Änderung (arm_len: 11.000); Kandidaten=9.000->99.917, 11.000->86.042, 13.000->86.042, 17.000->86.042, 21.000->86.042, 25.000->86.042"
AC0832_S_element_validation.log;validation;text;center_diagonal_update;adjustable_step;text: Parameter nach Mittelpunkt/Diagonale angepasst
AC0832_S_element_validation.log;validation;text;width_bracketing;failed;"text: Breiten-Bracketing keine relevante Änderung (co2_font_scale: 0.909); Kandidaten=0.740->128.618, 0.768->134.698, 0.773->134.379, 0.795->129.653, 0.833->126.389, 0.870->122.373, 0.897->122.608, 0.909->119.766, 0.925->120.431"
AC0832_S_element_validation.log;validation;circle;width_bracketing;fixed_rule;circle: Breiten-Bracketing übersprungen (stroke_circle: current=1.000, Range=1.000..1.000)
AC0832_S_element_validation.log;validation;circle;radius_bracketing;success;"circle: Radius-Bracketing r 6.527->6.500 (best_err=6149.000); Kandidaten=6.000->8359.000, 6.500->6149.000, 7.000->6220.000"
AC0832_S_element_validation.log;validation;circle;joint_multistart;failed;circle: Joint-Multistart keine relevante Änderung (cx=17.500, cy=7.500, r=6.500, best_err=6022.000)
AC0832_S_element_validation.log;validation;arm;width_bracketing;fixed_rule;arm: Breiten-Bracketing übersprungen (arm_stroke: current=1.000, Range=1.000..1.000)
AC0832_S_element_validation.log;validation;arm;length_bracketing;failed;"arm: Längen-Bracketing keine relevante Änderung (arm_len: 11.000); Kandidaten=9.000->107.321, 11.000->95.429, 13.000->95.429, 17.000->95.429, 21.000->95.429, 25.000->95.429"
AC0832_S_element_validation.log;validation;text;center_diagonal_update;adjustable_step;text: Parameter nach Mittelpunkt/Diagonale angepasst
AC0832_S_element_validation.log;validation;text;width_bracketing;failed;"text: Breiten-Bracketing keine relevante Änderung (co2_font_scale: 0.909); Kandidaten=0.740->135.196, 0.768->134.698, 0.773->134.379, 0.795->129.653, 0.833->126.389, 0.870->122.373, 0.897->122.608, 0.909->119.766, 0.925->120.431"
AC0832_S_element_validation.log;validation;circle;width_bracketing;fixed_rule;circle: Breiten-Bracketing übersprungen (stroke_circle: current=1.000, Range=1.000..1.000)
AC0832_S_element_validation.log;validation;circle;radius_bracketing;failed;"circle: Radius-Bracketing keine relevante Änderung (r: 6.509, best_err=6022.000); Kandidaten=6.000->8232.000, 6.500->6022.000, 7.000->6093.000"
AC0832_S_element_validation.log;validation;circle;joint_multistart;failed;circle: Joint-Multistart keine relevante Änderung (cx=17.500, cy=7.500, r=6.509, best_err=6022.000)
AC0832_S_element_validation.log;validation;arm;width_bracketing;fixed_rule;arm: Breiten-Bracketing übersprungen (arm_stroke: current=1.000, Range=1.000..1.000)
AC0832_S_element_validation.log;validation;arm;length_bracketing;failed;"arm: Längen-Bracketing keine relevante Änderung (arm_len: 11.000); Kandidaten=9.000->99.917, 11.000->86.042, 13.000->86.042, 17.000->86.042, 21.000->86.042, 25.000->86.042"
AC0832_S_element_validation.log;validation;text;center_diagonal_update;failed;"text: Mittelpunkt/Diagonale-Update verworfen (Fehler 119.766->120.630; Box-Check verworfen (w_ratio=0.909, h_ratio=0.500, area_ratio=0.455))"
AC0832_S_element_validation.log;validation;text;width_bracketing;failed;"text: Breiten-Bracketing keine relevante Änderung (co2_font_scale: 0.909); Kandidaten=0.740->135.196, 0.768->134.698, 0.773->134.379, 0.795->129.653, 0.833->126.389, 0.870->122.373, 0.897->122.608, 0.909->119.766, 0.925->120.431"
AC0832_S_element_validation.log;validation;circle;color_bracketing;fixed_rule;circle: Farb-Bracketing übersprungen (Farben gesperrt)
AC0832_S_element_validation.log;validation;arm;color_bracketing;fixed_rule;arm: Farb-Bracketing übersprungen (Farben gesperrt)
AC0832_S_element_validation.log;validation;text;color_bracketing;fixed_rule;text: Farb-Bracketing übersprungen (Farben gesperrt)
AC0833_L_element_validation.log;validation;circle;center_diagonal_update;adjustable_step;circle: Parameter nach Mittelpunkt/Diagonale angepasst
AC0833_L_element_validation.log;validation;circle;width_bracketing;fixed_rule;circle: Breiten-Bracketing übersprungen (stroke_circle: current=1.000, Range=1.000..1.000)
AC0833_L_element_validation.log;validation;circle;radius_bracketing;success;"circle: Radius-Bracketing r 9.600->9.500 (best_err=16616.000); Kandidaten=9.500->16616.000, 12.000->20007.000"
AC0833_L_element_validation.log;validation;circle;joint_multistart;failed;circle: Joint-Multistart keine relevante Änderung (cx=12.500, cy=32.500, r=9.500, best_err=16616.000)
AC0833_L_element_validation.log;validation;arm;width_bracketing;fixed_rule;arm: Breiten-Bracketing übersprungen (arm_stroke: current=1.000, Range=1.000..1.000)
AC0833_L_element_validation.log;validation;arm;length_bracketing;failed;"arm: Längen-Bracketing keine relevante Änderung (arm_len: 23.000); Kandidaten=17.000->134.556, 23.000->121.635, 24.000->121.635, 31.000->121.635, 38.000->121.635, 45.000->121.635"
AC0833_L_element_validation.log;validation;text;center_diagonal_update;failed;"text: Mittelpunkt/Diagonale-Update verworfen (Fehler 191.176->164.522; Box-Check verworfen (w_ratio=0.706, h_ratio=0.538, area_ratio=0.380))"
AC0833_L_element_validation.log;validation;text;width_bracketing;fixed_rule;text: Breiten-Bracketing übersprungen (co2_font_scale: current=0.820, Range=0.820..0.820)
AC0833_L_element_validation.log;validation;circle;center_diagonal_update;adjustable_step;circle: Parameter nach Mittelpunkt/Diagonale angepasst
AC0833_L_element_validation.log;validation;circle;width_bracketing;fixed_rule;circle: Breiten-Bracketing übersprungen (stroke_circle: current=1.000, Range=1.000..1.000)
AC0833_L_element_validation.log;validation;circle;radius_bracketing;success;"circle: Radius-Bracketing r 9.600->9.500 (best_err=16616.000); Kandidaten=9.500->16616.000, 12.000->20007.000"
AC0833_L_element_validation.log;validation;circle;joint_multistart;failed;circle: Joint-Multistart keine relevante Änderung (cx=12.500, cy=32.500, r=9.500, best_err=16616.000)
AC0833_L_element_validation.log;validation;arm;width_bracketing;fixed_rule;arm: Breiten-Bracketing übersprungen (arm_stroke: current=1.000, Range=1.000..1.000)
AC0833_L_element_validation.log;validation;arm;length_bracketing;failed;"arm: Längen-Bracketing keine relevante Änderung (arm_len: 23.000); Kandidaten=17.000->134.556, 23.000->121.635, 24.000->121.635, 31.000->121.635, 38.000->121.635, 45.000->121.635"
AC0833_L_element_validation.log;validation;text;center_diagonal_update;failed;"text: Mittelpunkt/Diagonale-Update verworfen (Fehler 191.176->164.522; Box-Check verworfen (w_ratio=0.706, h_ratio=0.538, area_ratio=0.380))"
AC0833_L_element_validation.log;validation;text;width_bracketing;fixed_rule;text: Breiten-Bracketing übersprungen (co2_font_scale: current=0.820, Range=0.820..0.820)
AC0833_L_element_validation.log;validation;circle;center_diagonal_update;adjustable_step;circle: Parameter nach Mittelpunkt/Diagonale angepasst
AC0833_L_element_validation.log;validation;circle;width_bracketing;fixed_rule;circle: Breiten-Bracketing übersprungen (stroke_circle: current=1.000, Range=1.000..1.000)
AC0833_L_element_validation.log;validation;circle;radius_bracketing;success;"circle: Radius-Bracketing r 9.600->9.500 (best_err=16616.000); Kandidaten=9.500->16616.000, 12.000->20007.000"
AC0833_L_element_validation.log;validation;circle;joint_multistart;failed;circle: Joint-Multistart keine relevante Änderung (cx=12.500, cy=32.500, r=9.500, best_err=16616.000)
AC0833_L_element_validation.log;validation;arm;width_bracketing;fixed_rule;arm: Breiten-Bracketing übersprungen (arm_stroke: current=1.000, Range=1.000..1.000)
AC0833_L_element_validation.log;validation;arm;length_bracketing;failed;"arm: Längen-Bracketing keine relevante Änderung (arm_len: 23.000); Kandidaten=17.000->134.556, 23.000->121.635, 24.000->121.635, 31.000->121.635, 38.000->121.635, 45.000->121.635"
AC0833_L_element_validation.log;validation;text;center_diagonal_update;failed;"text: Mittelpunkt/Diagonale-Update verworfen (Fehler 191.176->164.522; Box-Check verworfen (w_ratio=0.706, h_ratio=0.538, area_ratio=0.380))"
AC0833_L_element_validation.log;validation;text;width_bracketing;fixed_rule;text: Breiten-Bracketing übersprungen (co2_font_scale: current=0.820, Range=0.820..0.820)
AC0833_L_element_validation.log;validation;circle;center_diagonal_update;adjustable_step;circle: Parameter nach Mittelpunkt/Diagonale angepasst
AC0833_L_element_validation.log;validation;circle;width_bracketing;fixed_rule;circle: Breiten-Bracketing übersprungen (stroke_circle: current=1.000, Range=1.000..1.000)
AC0833_L_element_validation.log;validation;circle;radius_bracketing;success;"circle: Radius-Bracketing r 9.600->9.500 (best_err=16616.000); Kandidaten=9.500->16616.000, 12.000->20007.000"
AC0833_L_element_validation.log;validation;circle;joint_multistart;failed;circle: Joint-Multistart keine relevante Änderung (cx=12.500, cy=32.500, r=9.500, best_err=16616.000)
AC0833_L_element_validation.log;validation;arm;width_bracketing;fixed_rule;arm: Breiten-Bracketing übersprungen (arm_stroke: current=1.000, Range=1.000..1.000)
AC0833_L_element_validation.log;validation;arm;length_bracketing;failed;"arm: Längen-Bracketing keine relevante Änderung (arm_len: 23.000); Kandidaten=17.000->134.556, 23.000->121.635, 24.000->121.635, 31.000->121.635, 38.000->121.635, 45.000->121.635"
AC0833_L_element_validation.log;validation;text;center_diagonal_update;failed;"text: Mittelpunkt/Diagonale-Update verworfen (Fehler 191.176->164.522; Box-Check verworfen (w_ratio=0.706, h_ratio=0.538, area_ratio=0.380))"
AC0833_L_element_validation.log;validation;text;width_bracketing;fixed_rule;text: Breiten-Bracketing übersprungen (co2_font_scale: current=0.820, Range=0.820..0.820)
AC0833_L_element_validation.log;validation;circle;center_diagonal_update;adjustable_step;circle: Parameter nach Mittelpunkt/Diagonale angepasst
AC0833_L_element_validation.log;validation;circle;width_bracketing;fixed_rule;circle: Breiten-Bracketing übersprungen (stroke_circle: current=1.000, Range=1.000..1.000)
AC0833_L_element_validation.log;validation;circle;radius_bracketing;success;"circle: Radius-Bracketing r 9.600->9.500 (best_err=16616.000); Kandidaten=9.500->16616.000, 12.000->20007.000"
AC0833_L_element_validation.log;validation;circle;joint_multistart;failed;circle: Joint-Multistart keine relevante Änderung (cx=12.500, cy=32.500, r=9.500, best_err=16616.000)
AC0833_L_element_validation.log;validation;arm;width_bracketing;fixed_rule;arm: Breiten-Bracketing übersprungen (arm_stroke: current=1.000, Range=1.000..1.000)
AC0833_L_element_validation.log;validation;arm;length_bracketing;failed;"arm: Längen-Bracketing keine relevante Änderung (arm_len: 23.000); Kandidaten=17.000->134.556, 23.000->121.635, 24.000->121.635, 31.000->121.635, 38.000->121.635, 45.000->121.635"
AC0833_L_element_validation.log;validation;text;center_diagonal_update;failed;"text: Mittelpunkt/Diagonale-Update verworfen (Fehler 191.176->164.522; Box-Check verworfen (w_ratio=0.706, h_ratio=0.538, area_ratio=0.380))"
AC0833_L_element_validation.log;validation;text;width_bracketing;fixed_rule;text: Breiten-Bracketing übersprungen (co2_font_scale: current=0.820, Range=0.820..0.820)
AC0833_L_element_validation.log;validation;circle;center_diagonal_update;adjustable_step;circle: Parameter nach Mittelpunkt/Diagonale angepasst
AC0833_L_element_validation.log;validation;circle;width_bracketing;fixed_rule;circle: Breiten-Bracketing übersprungen (stroke_circle: current=1.000, Range=1.000..1.000)
AC0833_L_element_validation.log;validation;circle;radius_bracketing;success;"circle: Radius-Bracketing r 9.600->9.500 (best_err=16616.000); Kandidaten=9.500->16616.000, 12.000->20007.000"
AC0833_L_element_validation.log;validation;circle;joint_multistart;failed;circle: Joint-Multistart keine relevante Änderung (cx=12.500, cy=32.500, r=9.500, best_err=16616.000)
AC0833_L_element_validation.log;validation;arm;width_bracketing;fixed_rule;arm: Breiten-Bracketing übersprungen (arm_stroke: current=1.000, Range=1.000..1.000)
AC0833_L_element_validation.log;validation;arm;length_bracketing;failed;"arm: Längen-Bracketing keine relevante Änderung (arm_len: 23.000); Kandidaten=17.000->134.556, 23.000->121.635, 24.000->121.635, 31.000->121.635, 38.000->121.635, 45.000->121.635"
AC0833_L_element_validation.log;validation;text;center_diagonal_update;failed;"text: Mittelpunkt/Diagonale-Update verworfen (Fehler 191.176->164.522; Box-Check verworfen (w_ratio=0.706, h_ratio=0.538, area_ratio=0.380))"
AC0833_L_element_validation.log;validation;text;width_bracketing;fixed_rule;text: Breiten-Bracketing übersprungen (co2_font_scale: current=0.820, Range=0.820..0.820)
AC0833_L_element_validation.log;validation;circle;color_bracketing;fixed_rule;circle: Farb-Bracketing übersprungen (Farben gesperrt)
AC0833_L_element_validation.log;validation;arm;color_bracketing;fixed_rule;arm: Farb-Bracketing übersprungen (Farben gesperrt)
AC0833_L_element_validation.log;validation;text;color_bracketing;fixed_rule;text: Farb-Bracketing übersprungen (Farben gesperrt)
AC0833_M_element_validation.log;validation;circle;center_diagonal_update;adjustable_step;circle: Parameter nach Mittelpunkt/Diagonale angepasst
AC0833_M_element_validation.log;validation;circle;width_bracketing;fixed_rule;circle: Breiten-Bracketing übersprungen (stroke_circle: current=1.000, Range=1.000..1.000)
AC0833_M_element_validation.log;validation;circle;radius_bracketing;success;"circle: Radius-Bracketing r 7.950->8.000 (best_err=11535.000); Kandidaten=8.000->11535.000, 9.500->13446.000"
AC0833_M_element_validation.log;validation;circle;joint_multistart;failed;circle: Joint-Multistart keine relevante Änderung (cx=10.000, cy=25.000, r=8.000, best_err=11535.000)
AC0833_M_element_validation.log;validation;arm;center_diagonal_update;failed;"arm: Mittelpunkt/Diagonale-Update verworfen (Fehler 104.068->119.525; Box-Check verworfen (w_ratio=0.143, h_ratio=0.762, area_ratio=0.109))"
AC0833_M_element_validation.log;validation;arm;width_bracketing;fixed_rule;arm: Breiten-Bracketing übersprungen (arm_stroke: current=1.000, Range=1.000..1.000)
AC0833_M_element_validation.log;validation;arm;length_bracketing;failed;"arm: Längen-Bracketing keine relevante Änderung (arm_len: 17.000); Kandidaten=13.000->124.002, 17.000->104.068, 18.500->104.068, 24.000->104.068, 29.500->104.068, 35.000->104.068"
AC0833_M_element_validation.log;validation;text;center_diagonal_update;failed;text: Mittelpunkt/Diagonale-Update verworfen (Fehler 132.362->146.439)
AC0833_M_element_validation.log;validation;text;width_bracketing;fixed_rule;text: Breiten-Bracketing übersprungen (co2_font_scale: current=0.820, Range=0.820..0.820)
AC0833_M_element_validation.log;validation;circle;center_diagonal_update;adjustable_step;circle: Parameter nach Mittelpunkt/Diagonale angepasst
AC0833_M_element_validation.log;validation;circle;width_bracketing;fixed_rule;circle: Breiten-Bracketing übersprungen (stroke_circle: current=1.000, Range=1.000..1.000)
AC0833_M_element_validation.log;validation;circle;radius_bracketing;success;"circle: Radius-Bracketing r 7.950->8.000 (best_err=11535.000); Kandidaten=8.000->11535.000, 9.500->13446.000"
AC0833_M_element_validation.log;validation;circle;joint_multistart;failed;circle: Joint-Multistart keine relevante Änderung (cx=10.000, cy=25.000, r=8.000, best_err=11535.000)
AC0833_M_element_validation.log;validation;arm;center_diagonal_update;failed;"arm: Mittelpunkt/Diagonale-Update verworfen (Fehler 104.068->119.525; Box-Check verworfen (w_ratio=0.143, h_ratio=0.762, area_ratio=0.109))"
AC0833_M_element_validation.log;validation;arm;width_bracketing;fixed_rule;arm: Breiten-Bracketing übersprungen (arm_stroke: current=1.000, Range=1.000..1.000)
AC0833_M_element_validation.log;validation;arm;length_bracketing;failed;"arm: Längen-Bracketing keine relevante Änderung (arm_len: 17.000); Kandidaten=13.000->124.002, 17.000->104.068, 18.500->104.068, 24.000->104.068, 29.500->104.068, 35.000->104.068"
AC0833_M_element_validation.log;validation;text;center_diagonal_update;failed;text: Mittelpunkt/Diagonale-Update verworfen (Fehler 132.362->146.439)
AC0833_M_element_validation.log;validation;text;width_bracketing;fixed_rule;text: Breiten-Bracketing übersprungen (co2_font_scale: current=0.820, Range=0.820..0.820)
AC0833_M_element_validation.log;validation;circle;center_diagonal_update;adjustable_step;circle: Parameter nach Mittelpunkt/Diagonale angepasst
AC0833_M_element_validation.log;validation;circle;width_bracketing;fixed_rule;circle: Breiten-Bracketing übersprungen (stroke_circle: current=1.000, Range=1.000..1.000)
AC0833_M_element_validation.log;validation;circle;radius_bracketing;success;"circle: Radius-Bracketing r 7.950->8.000 (best_err=11535.000); Kandidaten=8.000->11535.000, 9.500->13446.000"
AC0833_M_element_validation.log;validation;circle;joint_multistart;failed;circle: Joint-Multistart keine relevante Änderung (cx=10.000, cy=25.000, r=8.000, best_err=11535.000)
AC0833_M_element_validation.log;validation;arm;center_diagonal_update;failed;"arm: Mittelpunkt/Diagonale-Update verworfen (Fehler 104.068->119.525; Box-Check verworfen (w_ratio=0.143, h_ratio=0.762, area_ratio=0.109))"
AC0833_M_element_validation.log;validation;arm;width_bracketing;fixed_rule;arm: Breiten-Bracketing übersprungen (arm_stroke: current=1.000, Range=1.000..1.000)
AC0833_M_element_validation.log;validation;arm;length_bracketing;failed;"arm: Längen-Bracketing keine relevante Änderung (arm_len: 17.000); Kandidaten=13.000->124.002, 17.000->104.068, 18.500->104.068, 24.000->104.068, 29.500->104.068, 35.000->104.068"
AC0833_M_element_validation.log;validation;text;center_diagonal_update;failed;text: Mittelpunkt/Diagonale-Update verworfen (Fehler 132.362->146.439)
AC0833_M_element_validation.log;validation;text;width_bracketing;fixed_rule;text: Breiten-Bracketing übersprungen (co2_font_scale: current=0.820, Range=0.820..0.820)
AC0833_M_element_validation.log;validation;circle;center_diagonal_update;adjustable_step;circle: Parameter nach Mittelpunkt/Diagonale angepasst
AC0833_M_element_validation.log;validation;circle;width_bracketing;fixed_rule;circle: Breiten-Bracketing übersprungen (stroke_circle: current=1.000, Range=1.000..1.000)
AC0833_M_element_validation.log;validation;circle;radius_bracketing;success;"circle: Radius-Bracketing r 7.950->8.000 (best_err=11535.000); Kandidaten=8.000->11535.000, 9.500->13446.000"
AC0833_M_element_validation.log;validation;circle;joint_multistart;failed;circle: Joint-Multistart keine relevante Änderung (cx=10.000, cy=25.000, r=8.000, best_err=11535.000)
AC0833_M_element_validation.log;validation;arm;center_diagonal_update;failed;"arm: Mittelpunkt/Diagonale-Update verworfen (Fehler 104.068->119.525; Box-Check verworfen (w_ratio=0.143, h_ratio=0.762, area_ratio=0.109))"
AC0833_M_element_validation.log;validation;arm;width_bracketing;fixed_rule;arm: Breiten-Bracketing übersprungen (arm_stroke: current=1.000, Range=1.000..1.000)
AC0833_M_element_validation.log;validation;arm;length_bracketing;failed;"arm: Längen-Bracketing keine relevante Änderung (arm_len: 17.000); Kandidaten=13.000->124.002, 17.000->104.068, 18.500->104.068, 24.000->104.068, 29.500->104.068, 35.000->104.068"
AC0833_M_element_validation.log;validation;text;center_diagonal_update;failed;text: Mittelpunkt/Diagonale-Update verworfen (Fehler 132.362->146.439)
AC0833_M_element_validation.log;validation;text;width_bracketing;fixed_rule;text: Breiten-Bracketing übersprungen (co2_font_scale: current=0.820, Range=0.820..0.820)
AC0833_M_element_validation.log;validation;circle;center_diagonal_update;adjustable_step;circle: Parameter nach Mittelpunkt/Diagonale angepasst
AC0833_M_element_validation.log;validation;circle;width_bracketing;fixed_rule;circle: Breiten-Bracketing übersprungen (stroke_circle: current=1.000, Range=1.000..1.000)
AC0833_M_element_validation.log;validation;circle;radius_bracketing;success;"circle: Radius-Bracketing r 7.950->8.000 (best_err=11535.000); Kandidaten=8.000->11535.000, 9.500->13446.000"
AC0833_M_element_validation.log;validation;circle;joint_multistart;failed;circle: Joint-Multistart keine relevante Änderung (cx=10.000, cy=25.000, r=8.000, best_err=11535.000)
AC0833_M_element_validation.log;validation;arm;center_diagonal_update;failed;"arm: Mittelpunkt/Diagonale-Update verworfen (Fehler 104.068->119.525; Box-Check verworfen (w_ratio=0.143, h_ratio=0.762, area_ratio=0.109))"
AC0833_M_element_validation.log;validation;arm;width_bracketing;fixed_rule;arm: Breiten-Bracketing übersprungen (arm_stroke: current=1.000, Range=1.000..1.000)
